"x"
50.0000000163588
50.0052088846302
50.0208354894442
50.046879830801
50.0833419087005
50.1302217231427
50.1875192741276
50.2552345616554
50.3333675857259
50.4219183463393
50.5208868434955
50.6302730771946
50.7500770474367
50.8802987542218
51.0209381975499
51.1719953774212
51.3334702938356
51.5053629467931
51.687673336294
51.8804014623382
52.0835473249258
52.2971109240568
52.5210922597314
52.7554913319496
53.0003081407116
53.2555426860172
53.5211949678667
53.7972649862601
54.0837527411975
54.380658232679
663.235881024256
675.716200925211
688.645536331542
702.023887243248
715.85125366033
730.127635582788
744.853033010622
760.027445943832
775.650874382418
791.723318326379
808.244777775717
825.21525273043
842.63474319052
860.503249155985
878.820770626827
897.587307603044
916.802860084637
936.467428071607
956.581011563952
977.143610561674
998.155225064771
1019.61585507324
1041.52550058709
1063.88416160632
1086.69183813092
1109.9485301609
1133.65423769625
1157.80896073698
1182.41269928309
1207.46545333457
1232.96722289143
1258.91800795366
1285.31780852127
1312.16662459426
1339.46445617262
1367.21130325636
1395.40716584547
1424.05204393996
1453.14593753982
1482.68884664507
1512.68077125568
1543.12171137168
1574.01166699304
1605.35063811979
1637.13862475191
1669.37562688941
1702.06164453228
1735.19667768053
1768.78072633415
1802.81379049315
1837.29587015753
1872.22696532728
1907.60707600241
1943.43620218291
1979.71434386879
2016.44150106005
2053.61767375668
2091.24286195869
2129.31706566607
2167.84028487883
2206.81251959696
2246.23376982047
2286.10403554936
2326.42331678362
2367.19161352326
2408.40892576827
2450.07525351866
2492.19059677443
2534.75495553557
2577.76832980209
2621.23071957398
2665.14212485125
2709.50254563389
2754.31198192191
2799.57043371531
2845.27790101408
2881.03406841626
2824.8836199365
2771.34665367793
2720.28276704087
2671.56008427074
2625.0546778118
2580.65003319024
2538.23655382699
2497.71110250503
2458.97657650897
2421.94151371956
2386.51972718448
2352.62996590358
2320.19559976252
2289.1443267261
2259.40790056402
2230.92187752749
2203.62538052844
2177.46087949309
2152.37398667222
2128.31326578981
2105.23005400317
2083.07829573073
2061.81438747923
2041.3970328715
2021.78710713911
2002.94753040205
1984.84314911033
1967.44062507115
1950.70833152929
1934.61625580923
1919.13590806491
1904.24023571694
1889.90354318899
1876.10141658352
1862.81065296395
1850.00919393465
1837.67606323252
1825.79130806504
1814.33594394835
1803.29190281673
1792.64198419126
1782.36980921003
1772.45977733663
1762.89702557604
1753.66739003901
1744.75736970727
1736.15409226133
1727.84528184295
1719.81922863218
1712.06476012748
1704.57121402474
1697.32841259786
1690.32663849012
1683.55661183147
1677.00946860236
1670.67674017012
1664.55033392828
1658.62251497421
1652.88588876406
1647.33338468832
1641.95824051452
1636.75398764726
1631.71443715871
1626.83366654564
1622.10600717177
1617.52603235687
1613.08854607626
1608.78857223656
1604.62134449587
1600.58229659801
1596.66705319287
1592.87142111593
1589.19138110221
1585.623079911
1582.16282283912
1578.80706660207
1575.5524125632
1572.39560029253
1569.33350143775
1566.36311389087
1563.48155623521
1560.68606245783
1557.97397691389
1555.34274952971
1552.78993123233
1550.31316959397
1547.91020468035
1545.5788650926
1543.31706419294
1541.12279650488
1538.99413427914
1536.92922421709
1534.92628434388
1532.98360102377
1531.09952611075
1529.27247422775
1527.50092016816
1525.78339641376
1524.11849076334
1522.5048440667
1520.94114805902
1519.42614329072
1517.95861714825
1516.53740196155
1515.16137319406
1513.8294477114
1512.54058212492
1511.29377120682
1510.08804637334
1508.92247423293
1507.79615519638
1506.70822214604
1505.65783916152
1504.64420029911
1503.66652842266
1502.72407408342
1501.81611444681
